mode,windows_csv,status,reason,plot1_svg,plot2_svg,breakdown_csv,sit_source
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0008__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0008__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0008__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0008__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0009__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0009__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0009__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0009__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0009__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0009__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0010__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0010__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0010__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0010__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0010__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0010__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0011__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0011__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0011__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0011__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0011__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0011__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0012__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0012__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0012__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0012__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0012__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0012__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0013__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0013__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0013__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0013__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0013__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0013__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0014__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0014__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0014__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0014__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0014__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0014__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0015__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0015__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0015__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0015__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
